258.231,283.154,
51.9231,586.385,
62.3077,571.154,
331.751,492.569,
319.613,299.385,
288.259,151.715,
258.927,51.5832,
402.551,193.184,
465.26,327.705,
408.62,320.625,
393.448,301.407,
216.447,237.687,
193.184,360.071,
118.338,489.534,
92.0405,517.854,
407.608,512.797,
397.494,736.324,
422.78,831.399,
403.562,909.28,
257.916,494.591,
296.35,713.061,
339.842,945.691,
309.499,980.08,
297.362,197.23,
391.425,261.962,
415.7,279.156,
102.155,536.06,
121.372,514.82,
296.477,234.908,
298.371,191.336,
305.949,109.876,
305.949,76.724,
340.995,143.029,
353.309,192.284,
341.943,207.439,
351.415,217.858,
276.585,140.187,
246.275,176.181,
202.703,155.342,
189.442,155.342,
322.051,236.802,
317.315,304.054,
320.157,373.201,
329.629,397.828,
272.796,233.961,
278.48,313.526,
272.796,387.409,
260.483,412.036,
305.949,128.821,
349.52,230.172,
336.259,225.436,
179.023,144.923,
190.389,144.923,
581.599,288.386,
586.425,222.021,
584.012,179.789,
641.931,368.024,
651.584,421.116,
600.905,421.116,
620.211,386.124,
660.03,394.57,
673.303,378.884,
713.122,336.652,
713.122,364.404,
713.122,403.017,
698.643,482.655,
672.097,479.035,
656.41,457.315,
620.211,480.241,
591.252,497.134,
623.831,511.614,
661.237,499.548,
744.495,483.861,
743.288,450.075,
746.908,417.496,
746.908,383.71,
746.908,346.305,
709.502,288.386,
432.615,318.615,
407.769,233.846,
379.269,160.038,
348.577,117.654,
472.077,199.5,
476.462,316.423,
419.462,353.692,
407.038,374.885,
338.346,204.615,
317.154,294.5,
273.308,363.192,
242.615,385.846,
474.269,336.885,
447.231,423.115,
418.731,524.692,
385.846,554.654,
390.962,343.462,
396.808,426.038,
377.808,511.538,
366.115,521.038,
394.615,191.462,
380,382.923,
363.192,366.846,
238.962,412.154,
258.692,405.577,
249.717,159.983,
248.691,101.528,
249.717,54.866,
251.255,34.8681,
216.9,83.0681,
208.696,125.628,
200.491,159.983,
194.851,172.802,
277.406,81.5298,
286.123,132.294,
289.2,169.213,
292.789,178.443,
226.643,163.06,
231.77,224.591,
232.283,295.353,
224.591,291.764,
264.074,166.649,
262.023,228.694,
250.23,294.328,
259.46,293.815,
246.64,66.6596,
197.928,180.494,
203.055,172.802,
288.687,185.109,
284.072,176.904,
174.346,152.213,
174.734,110.665,
183.665,68.7287,
188.324,53.5851,
155.707,89.6968,
141.34,126.973,
146.777,152.213,
150.271,157.649,
203.468,95.9096,
208.904,126.973,
210.069,150.66,
204.245,158.814,
158.814,154.931,
156.484,205.021,
144.447,253.17,
133.963,255.112,
189.489,157.649,
183.277,203.856,
173.181,255.888,
182.5,255.112,
180.559,82.3191,
150.66,152.989,
150.66,147.941,
198.42,164.638,
197.255,156.484,
509.821,397.617,
509.821,281.055,
508.732,181.923,
513.089,147.064,
434.655,237.481,
407.421,330.077,
444.46,307.2,
449.906,293.038,
568.647,230.945,
593.702,331.166,
556.664,299.574,
561.021,286.502,
466.247,398.706,
502.196,535.966,
522.894,679.762,
502.196,679.762,
543.591,405.243,
534.877,547.949,
503.285,626.383,
496.749,626.383,
513.089,210.247,
437.923,290.86,
440.102,275.609,
564.289,287.591,
565.379,271.251,
135.377,94.3043,
130.783,68.634,
123.757,38.6404,
123.487,30.2638,
113.76,56.4745,
111.598,81.334,
110.517,107.004,
110.517,115.381,
141.591,52.6915,
146.455,76.2,
155.913,98.3574,
158.615,106.734,
124.838,95.3851,
130.513,135.106,
134.026,176.179,
132.404,169.423,
146.455,95.3851,
143.753,135.917,
142.402,170.504,
145.645,165.1,
127,47.8277,
114.03,117.813,
113.76,112.949,
159.696,110.787,
161.317,107.004,
522.448,468.139,
498.552,326.937,
490.949,166.184,
459.45,81.4628,
578.929,249.819,
475.743,359.522,
497.466,255.25,
496.38,221.579,
421.434,257.422,
377.987,381.246,
270.456,411.659,
231.354,400.797,
591.963,464.881,
616.945,713.614,
683.201,915.641,
669.081,982.984,
474.656,474.656,
439.899,717.959,
418.176,941.71,
375.815,994.932,
471.398,229.182,
524.62,196.597,
530.051,216.148,
208.545,425.779,
234.613,420.348,
329.73,391.554,
319.838,268.73,
293.459,142.608,
297.581,65.9459,
359.405,197.838,
400.622,275.324,
444.311,320.662,
435.243,349.514,
231.635,208.554,
203.608,333.851,
248.122,304.176,
267.081,277.797,
366,391.554,
402.27,574.554,
420.405,748.486,
467.392,789.703,
271.203,389.081,
281.919,570.432,
191.243,707.27,
219.27,777.338,
300.054,183,
412.986,351.162,
418.757,318.189,
283.568,257.189,
243.176,269.554,
1451.15,1299.88,
1364.31,848.841,
1171.01,521.071,
1137.39,316.564,
1241.04,728.378,
1187.82,1033.74,
960.899,1229.84,
879.657,1241.04,
1369.91,616.32,
1529.59,924.48,
1243.85,868.451,
1131.79,885.26,
1347.5,1336.29,
1224.24,1843.36,
1294.27,2381.24,
1098.17,2431.66,
1549.2,1294.27,
1369.91,1823.75,
1414.73,2358.83,
1333.49,2398.05,
1246.65,579.901,
848.841,1274.66,
913.274,1271.86,
1086.96,865.65,
1086.96,907.672,
340.042,510.062,
313.659,401.601,
308.773,268.711,
305.842,218.877,
369.356,336.133,
396.715,440.686,
320.499,444.595,
272.62,456.32,
269.688,336.133,
236.466,420.166,
195.426,391.83,
186.632,378.15,
389.875,512.017,
341.996,683.015,
356.653,881.372,
317.568,899.938,
317.568,529.605,
325.385,702.557,
343.95,861.83,
312.682,883.326,
308.773,319.522,
266.757,470,
289.231,464.137,
175.884,387.921,
175.884,364.47,
302.34,303.83,
314.255,231.596,
330.638,161.596,
343.298,129.574,
292.66,187.66,
317.234,181.702,
310.532,157.128,
310.532,145.957,
361.17,199.574,
415.532,198.085,
385.745,157.128,
377.553,140,
286.702,300.851,
364.894,315.745,
337.34,398.404,
355.957,406.596,
331.383,304.574,
402.872,317.979,
354.468,410.319,
377.553,422.234,
324.681,181.702,
313.511,149.681,
315.745,135.532,
377.553,144.468,
361.17,142.234,
174.709,250.094,
176.237,167.069,
164.012,92.7027,
169.615,41.2578,
205.78,123.773,
265.374,133.451,
308.16,103.909,
323.441,86.5904,
139.054,137.526,
170.125,219.532,
239.397,234.304,
262.318,242.453,
195.083,255.696,
183.877,377.432,
177.256,484.906,
196.611,497.131,
140.582,246.528,
145.676,379.979,
134.47,486.435,
160.447,499.678,
173.181,112.058,
324.969,94.7401,
320.385,99.3243,
279.636,242.963,
261.809,230.738,
270.692,395.877,
274.757,292.64,
299.956,180.462,
290.202,125.998,
342.227,236.551,
254.435,306.459,
250.37,225.983,
239.802,200.784,
239.802,241.428,
207.287,315.401,
198.345,342.227,
196.719,360.923,
317.84,420.264,
300.769,597.474,
295.892,752.736,
238.99,768.994,
230.048,402.38,
239.802,599.1,
269.067,743.794,
247.931,757.613,
291.827,221.919,
251.183,175.584,
257.686,196.719,
204.035,375.555,
214.603,369.865,
205.821,323.701,
206.445,238.877,
241.372,181.497,
245.114,140.333,
252.599,227.651,
193.971,283.784,
163.41,274.428,
152.183,267.568,
225.78,324.948,
230.146,424.74,
237.006,493.347,
238.254,534.511,
185.863,316.216,
199.584,393.555,
205.198,462.162,
179.626,480.249,
212.058,202.079,
192.1,246.985,
160.915,235.135,
144.075,225.156,
229.522,206.445,
140.333,255.094,
153.43,260.707,
132.848,230.146,
140.956,232.64,
279.711,300.087,
291.443,213.642,
291.443,156.218,
299.47,114.848,
319.846,184.004,
334.048,253.778,
320.464,243.281,
314.289,245.133,
243.898,185.857,
222.904,245.133,
271.067,235.871,
288.356,238.341,
303.175,307.497,
309.349,409.378,
295.148,519.287,
318.611,536.576,
250.073,303.792,
251.308,408.761,
223.522,497.676,
234.019,531.636,
288.973,169.185,
316.759,251.925,
308.732,246.985,
297.617,233.401,
287.738,226.609,
184.771,407.744,
179.314,275.988,
181.653,196.466,
173.857,141.112,
238.565,245.582,
243.243,319.647,
251.04,379.678,
268.191,398.389,
117.723,242.464,
123.96,351.611,
99.0125,293.919,
127.079,274.428,
215.956,407.744,
204.262,559.771,
247.141,656.445,
250.26,714.137,
141.892,417.879,
162.942,559.771,
194.906,703.222,
174.636,723.493,
180.873,221.414,
261.175,417.879,
258.056,400.728,
117.723,260.395,
111.486,275.208,
225.374,302.557,
222.904,171.655,
224.139,104.969,
223.522,59.894,
282.181,151.896,
306.879,242.046,
319.846,311.202,
327.256,334.048,
167.95,157.453,
136.459,263.657,
121.64,323.551,
129.05,356.277,
263.04,308.114,
256.865,440.869,
248.838,510.642,
247.603,534.723,
175.36,300.087,
203.146,430.99,
225.374,548.925,
213.642,565.597,
223.522,132.137,
312.437,348.249,
309.967,326.021,
135.842,362.451,
135.842,343.927,
918.087,1357.17,
939.376,883.493,
1003.24,486.985,
1037.84,314.012,
1218.79,665.281,
1160.25,934.054,
1120.33,633.347,
1162.91,518.919,
745.114,649.314,
710.52,936.715,
633.347,1250.73,
580.125,1359.83,
1093.72,1383.78,
979.293,1876.09,
923.41,2299.21,
995.26,2445.57,
726.486,1311.93,
859.543,1844.16,
840.915,2405.65,
808.981,2456.22,
1003.24,609.397,
1144.28,460.374,
1104.37,513.597,
625.364,1367.82,
630.686,1309.27,
1594.69,981.056,
358.029,277.214,
387.16,154.112,
366.486,68.5988,
454.819,217.073,
442.603,311.983,
388.1,222.711,
354.27,199.218,
310.104,212.374,
282.852,334.536,
257.48,296.948,
262.179,268.757,
398.437,472.674,
390.919,641.821,
436.025,848.557,
413.472,913.397,
289.43,457.638,
319.501,662.495,
371.185,846.678,
327.019,896.482,
382.462,198.279,
355.21,209.555,
339.235,213.314,
276.274,281.913,
280.973,266.877,
209.563,429.418,
231.081,267.568,
234.823,144.075,
264.761,68.2952,
294.699,214.241,
317.152,322.765,
349.896,398.545,
362.058,404.158,
152.495,199.272,
134.719,300.312,
175.884,371.414,
199.272,359.252,
253.534,450,
246.05,615.593,
245.114,828.898,
291.892,859.771,
145.01,428.482,
141.268,629.626,
121.622,799.896,
135.655,854.158,
232.017,187.11,
344.283,406.029,
358.316,413.514,
210.499,360.187,
206.757,374.22,
426.122,401.878,
439.176,265.743,
427.054,127.743,
386.027,80.1892,
417.73,233.108,
366.446,323.554,
281.595,262.946,
245.23,243.365,
457.824,160.378,
381.365,169.703,
276.932,188.351,
227.514,185.554,
361.784,419.595,
323.554,618.203,
346.865,823.338,
296.514,877.419,
448.5,428.919,
403.743,626.595,
409.338,814.946,
364.581,852.243,
426.122,183.689,
229.378,250.824,
230.311,227.514,
218.189,193.946,
240.568,193.946,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
